_id,rent_approval_date,town,block,street_name,flat_type,monthly_rent
347,2021-01,BEDOK,761,BEDOK RESERVOIR VIEW,5-ROOM,2300
348,2021-01,BEDOK,767,BEDOK RESERVOIR VIEW,4-ROOM,2000
349,2021-01,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2250
350,2021-01,BEDOK,773,BEDOK RESERVOIR VIEW,5-ROOM,2000
351,2021-01,BEDOK,774,BEDOK RESERVOIR VIEW,4-ROOM,2700
352,2021-01,BEDOK,774,BEDOK RESERVOIR VIEW,4-ROOM,1900
353,2021-01,BEDOK,804,CHAI CHEE RD,5-ROOM,2400
354,2021-01,BEDOK,10D,BEDOK STH AVE 2,EXECUTIVE,2400
355,2021-01,BEDOK,10F,BEDOK STH AVE 2,EXECUTIVE,2400
356,2021-01,BEDOK,188B,BEDOK NTH ST 4,4-ROOM,2200
357,2021-01,BEDOK,219A,BEDOK CTRL,3-ROOM,1950
358,2021-01,BEDOK,219A,BEDOK CTRL,3-ROOM,2200
359,2021-01,BEDOK,221C,BEDOK CTRL,4-ROOM,2400
360,2021-01,BEDOK,613B,BEDOK RESERVOIR RD,4-ROOM,2300
361,2021-01,BEDOK,808A,CHAI CHEE RD,3-ROOM,2200
362,2021-01,BEDOK,94E,BEDOK NTH AVE 4,5-ROOM,2200
363,2021-01,BISHAN,23,SIN MING RD,3-ROOM,1700
364,2021-01,BISHAN,23,SIN MING RD,3-ROOM,2000
365,2021-01,BISHAN,25,SIN MING RD,4-ROOM,1900
366,2021-01,BISHAN,106,BISHAN ST 12,4-ROOM,2500
367,2021-01,BISHAN,109,BISHAN ST 12,4-ROOM,2450
368,2021-01,BISHAN,112,BISHAN ST 12,4-ROOM,2300
369,2021-01,BISHAN,114,BISHAN ST 12,4-ROOM,2800
370,2021-01,BISHAN,114,BISHAN ST 12,4-ROOM,2900
371,2021-01,BISHAN,115,BISHAN ST 12,3-ROOM,1850
372,2021-01,BISHAN,116,BISHAN ST 12,3-ROOM,1600
373,2021-01,BISHAN,120,BISHAN ST 12,3-ROOM,2100
374,2021-01,BISHAN,125,BISHAN ST 12,5-ROOM,2600
375,2021-01,BISHAN,130,BISHAN ST 12,4-ROOM,2300
376,2021-01,BISHAN,140,BISHAN ST 12,4-ROOM,2200
377,2021-01,BISHAN,146,BISHAN ST 11,5-ROOM,2200
378,2021-01,BISHAN,155,BISHAN ST 13,5-ROOM,2700
379,2021-01,BISHAN,164,BISHAN ST 13,5-ROOM,2800
380,2021-01,BISHAN,166,BISHAN ST 13,4-ROOM,2400
381,2021-01,BISHAN,170,BISHAN ST 13,4-ROOM,2300
382,2021-01,BISHAN,171,BISHAN ST 13,4-ROOM,2300
383,2021-01,BISHAN,172,BISHAN ST 13,5-ROOM,2850
384,2021-01,BISHAN,175,BISHAN ST 13,4-ROOM,2300
385,2021-01,BISHAN,177,BISHAN ST 13,4-ROOM,2250
386,2021-01,BISHAN,178,BISHAN ST 13,4-ROOM,2250
387,2021-01,BISHAN,183,BISHAN ST 13,5-ROOM,2600
388,2021-01,BISHAN,188,BISHAN ST 13,4-ROOM,2400
389,2021-01,BISHAN,188,BISHAN ST 13,3-ROOM,1800
390,2021-01,BISHAN,192,BISHAN ST 13,5-ROOM,2700
391,2021-01,BISHAN,193,BISHAN ST 13,3-ROOM,2100
392,2021-01,BISHAN,195,BISHAN ST 13,4-ROOM,2400
393,2021-01,BISHAN,195,BISHAN ST 13,3-ROOM,2100
394,2021-01,BISHAN,196,BISHAN ST 13,5-ROOM,2500
395,2021-01,BISHAN,203,BISHAN ST 23,4-ROOM,2400
396,2021-01,BISHAN,211,BISHAN ST 23,4-ROOM,2350
397,2021-01,BISHAN,221,BISHAN ST 23,4-ROOM,2500
398,2021-01,BISHAN,226,BISHAN ST 23,4-ROOM,2500
399,2021-01,BISHAN,228,BISHAN ST 23,5-ROOM,2700
400,2021-01,BISHAN,236,BISHAN ST 22,4-ROOM,2450
401,2021-01,BISHAN,237,BISHAN ST 22,5-ROOM,2500
402,2021-01,BISHAN,239,BISHAN ST 22,4-ROOM,2400
403,2021-01,BISHAN,241,BISHAN ST 22,4-ROOM,2100
404,2021-01,BISHAN,243,BISHAN ST 22,4-ROOM,2500
405,2021-01,BISHAN,244,BISHAN ST 22,EXECUTIVE,2500
406,2021-01,BISHAN,256,BISHAN ST 22,4-ROOM,2000
407,2021-01,BISHAN,257,BISHAN ST 22,EXECUTIVE,2900
408,2021-01,BISHAN,268,BISHAN ST 24,5-ROOM,2300
409,2021-01,BISHAN,272,BISHAN ST 24,4-ROOM,2200
410,2021-01,BISHAN,272,BISHAN ST 24,4-ROOM,2300
411,2021-01,BISHAN,278,BISHAN ST 24,4-ROOM,2600
412,2021-01,BISHAN,291,BISHAN ST 24,4-ROOM,2650
413,2021-01,BISHAN,291,BISHAN ST 24,4-ROOM,2000
414,2021-01,BISHAN,293,BISHAN ST 22,4-ROOM,2400
415,2021-01,BISHAN,303,SHUNFU RD,5-ROOM,2400
416,2021-01,BISHAN,307,SHUNFU RD,3-ROOM,2200
417,2021-01,BISHAN,308,SHUNFU RD,3-ROOM,1800
418,2021-01,BISHAN,407,SIN MING AVE,4-ROOM,2021
419,2021-01,BISHAN,407,SIN MING AVE,3-ROOM,2150
420,2021-01,BISHAN,408,SIN MING AVE,5-ROOM,2200
421,2021-01,BISHAN,441,SIN MING AVE,5-ROOM,2300
422,2021-01,BISHAN,450,SIN MING AVE,EXECUTIVE,2050
423,2021-01,BISHAN,450,SIN MING AVE,5-ROOM,2000
424,2021-01,BISHAN,453,SIN MING AVE,5-ROOM,2300
425,2021-01,BISHAN,455,SIN MING AVE,4-ROOM,1950
426,2021-01,BUKIT BATOK,102,BT BATOK WEST AVE 6,4-ROOM,2100
427,2021-01,BUKIT BATOK,102,BT BATOK WEST AVE 6,4-ROOM,2000
428,2021-01,BUKIT BATOK,103,BT BATOK CTRL,4-ROOM,2000
429,2021-01,BUKIT BATOK,104,BT BATOK CTRL,4-ROOM,2400
430,2021-01,BUKIT BATOK,110,BT BATOK WEST AVE 6,5-ROOM,2200
431,2021-01,BUKIT BATOK,112,BT BATOK WEST AVE 6,4-ROOM,2000
432,2021-01,BUKIT BATOK,112,BT BATOK WEST AVE 6,4-ROOM,2100
433,2021-01,BUKIT BATOK,113,BT BATOK WEST AVE 6,4-ROOM,2000
434,2021-01,BUKIT BATOK,115,BT BATOK WEST AVE 6,5-ROOM,2500
435,2021-01,BUKIT BATOK,117,BT BATOK WEST AVE 6,5-ROOM,2200
436,2021-01,BUKIT BATOK,121,BT BATOK CTRL,EXECUTIVE,1610
437,2021-01,BUKIT BATOK,125,BT BATOK CTRL,EXECUTIVE,2500
438,2021-01,BUKIT BATOK,131,BT BATOK WEST AVE 6,3-ROOM,1200
439,2021-01,BUKIT BATOK,131,BT BATOK WEST AVE 6,3-ROOM,1600
440,2021-01,BUKIT BATOK,134,BT BATOK WEST AVE 6,3-ROOM,1650
441,2021-01,BUKIT BATOK,134,BT BATOK WEST AVE 6,3-ROOM,1500
442,2021-01,BUKIT BATOK,136,BT BATOK WEST AVE 6,4-ROOM,2100
443,2021-01,BUKIT BATOK,136,BT BATOK WEST AVE 6,3-ROOM,1550
444,2021-01,BUKIT BATOK,136,BT BATOK WEST AVE 6,3-ROOM,1600
445,2021-01,BUKIT BATOK,136,BT BATOK WEST AVE 6,3-ROOM,1850
446,2021-01,BUKIT BATOK,146,BT BATOK WEST AVE 6,3-ROOM,1700
447,2021-01,BUKIT BATOK,146,BT BATOK WEST AVE 6,3-ROOM,1400
448,2021-01,BUKIT BATOK,160,BT BATOK ST 11,3-ROOM,1600
449,2021-01,BUKIT BATOK,164,BT BATOK ST 11,3-ROOM,1600
450,2021-01,BUKIT BATOK,169,BT BATOK WEST AVE 8,3-ROOM,1600
451,2021-01,BUKIT BATOK,169,BT BATOK WEST AVE 8,3-ROOM,1800
452,2021-01,BUKIT BATOK,171,BT BATOK WEST AVE 8,4-ROOM,1900
453,2021-01,BUKIT BATOK,171,BT BATOK WEST AVE 8,5-ROOM,1900
454,2021-01,BUKIT BATOK,177,BT BATOK WEST AVE 8,3-ROOM,1700
455,2021-01,BUKIT BATOK,180,BT BATOK WEST AVE 8,3-ROOM,1700
456,2021-01,BUKIT BATOK,180,BT BATOK WEST AVE 8,3-ROOM,1600
457,2021-01,BUKIT BATOK,182,BT BATOK WEST AVE 8,EXECUTIVE,3000
458,2021-01,BUKIT BATOK,184,BT BATOK WEST AVE 8,3-ROOM,2100
459,2021-01,BUKIT BATOK,202,BT BATOK ST 21,5-ROOM,2700
460,2021-01,BUKIT BATOK,202,BT BATOK ST 21,5-ROOM,2200
461,2021-01,BUKIT BATOK,203,BT BATOK ST 21,5-ROOM,1600
462,2021-01,BUKIT BATOK,205,BT BATOK ST 21,3-ROOM,1500
463,2021-01,BUKIT BATOK,205,BT BATOK ST 21,4-ROOM,2000
464,2021-01,BUKIT BATOK,205,BT BATOK ST 21,3-ROOM,1850
465,2021-01,BUKIT BATOK,208,BT BATOK ST 21,4-ROOM,1500
466,2021-01,BUKIT BATOK,209,BT BATOK ST 21,4-ROOM,1900
467,2021-01,BUKIT BATOK,210,BT BATOK ST 21,4-ROOM,2000
468,2021-01,BUKIT BATOK,212,BT BATOK ST 21,4-ROOM,2400
469,2021-01,BUKIT BATOK,212,BT BATOK ST 21,3-ROOM,1600
470,2021-01,BUKIT BATOK,215,BT BATOK ST 21,3-ROOM,1550
471,2021-01,BUKIT BATOK,216,BT BATOK ST 21,5-ROOM,2000
472,2021-01,BUKIT BATOK,217,BT BATOK ST 21,3-ROOM,1750
473,2021-01,BUKIT BATOK,219,BT BATOK ST 21,3-ROOM,1550
474,2021-01,BUKIT BATOK,225,BT BATOK CTRL,3-ROOM,1700
475,2021-01,BUKIT BATOK,226,BT BATOK CTRL,3-ROOM,1650
476,2021-01,BUKIT BATOK,227,BT BATOK CTRL,4-ROOM,2400
477,2021-01,BUKIT BATOK,235,BT BATOK EAST AVE 5,3-ROOM,1800
478,2021-01,BUKIT BATOK,239,BT BATOK EAST AVE 5,3-ROOM,1500
479,2021-01,BUKIT BATOK,239,BT BATOK EAST AVE 5,3-ROOM,1350
480,2021-01,BUKIT BATOK,240,BT BATOK EAST AVE 5,3-ROOM,1800
481,2021-01,BUKIT BATOK,244,BT BATOK EAST AVE 5,3-ROOM,1800
482,2021-01,BUKIT BATOK,247,BT BATOK EAST AVE 5,4-ROOM,2500
483,2021-01,BUKIT BATOK,248,BT BATOK EAST AVE 5,3-ROOM,2000
484,2021-01,BUKIT BATOK,248,BT BATOK EAST AVE 5,3-ROOM,1500
485,2021-01,BUKIT BATOK,250,BT BATOK EAST AVE 5,4-ROOM,2200
486,2021-01,BUKIT BATOK,257,BT BATOK EAST AVE 4,5-ROOM,2100
487,2021-01,BUKIT BATOK,257,BT BATOK EAST AVE 4,5-ROOM,2300
488,2021-01,BUKIT BATOK,259,BT BATOK EAST AVE 4,3-ROOM,1800
489,2021-01,BUKIT BATOK,263,BT BATOK EAST AVE 4,3-ROOM,1600
490,2021-01,BUKIT BATOK,263,BT BATOK EAST AVE 4,3-ROOM,1500
491,2021-01,BUKIT BATOK,265,BT BATOK EAST AVE 4,3-ROOM,1450
492,2021-01,BUKIT BATOK,265,BT BATOK EAST AVE 4,3-ROOM,2000
493,2021-01,BUKIT BATOK,269,BT BATOK EAST AVE 4,3-ROOM,1600
494,2021-01,BUKIT BATOK,272,BT BATOK EAST AVE 4,3-ROOM,1675
495,2021-01,BUKIT BATOK,280,BT BATOK EAST AVE 3,3-ROOM,1900
496,2021-01,BUKIT BATOK,299,BT BATOK ST 22,EXECUTIVE,2400
497,2021-01,BUKIT BATOK,305,BT BATOK ST 31,3-ROOM,1500
498,2021-01,BUKIT BATOK,306,BT BATOK ST 31,3-ROOM,1600
499,2021-01,BUKIT BATOK,312,BT BATOK ST 32,4-ROOM,2600
500,2021-01,BUKIT BATOK,316,BT BATOK ST 32,4-ROOM,1750
